clip_id,source_file,start_sec,end_sec,duration_sec
clip_0903,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,304.672,324.672,20.0
clip_0904,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,324.672,344.672,20.0
clip_0905,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,344.672,364.672,20.0
clip_0906,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,364.672,384.672,20.0
clip_0907,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,384.672,404.672,20.0
clip_0908,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,404.672,424.672,20.0
clip_0909,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,424.672,444.672,20.0
clip_0910,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,444.672,464.672,20.0
clip_0911,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,464.672,484.672,20.0
clip_0912,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,484.672,504.672,20.0
clip_0913,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,504.672,524.672,20.0
clip_0914,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,524.672,538.24,13.568
clip_0915,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,539.968,542.4,2.432
clip_0916,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,549.856,569.856,20.0
clip_0917,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,569.856,589.856,20.0
clip_0918,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,589.856,609.856,20.0
clip_0919,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,609.856,629.856,20.0
clip_0920,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,629.856,649.856,20.0
clip_0921,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,649.856,669.856,20.0
clip_0922,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,669.856,677.088,7.232
clip_0923,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,678.56,698.56,20.0
clip_0924,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,698.56,718.56,20.0
clip_0925,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,718.56,738.56,20.0
clip_0926,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,738.56,758.56,20.0
clip_0927,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,758.56,778.56,20.0
clip_0928,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,778.56,798.56,20.0
clip_0929,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,798.56,818.56,20.0
clip_0930,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,818.56,835.456,16.896
clip_0931,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,836.672,856.672,20.0
clip_0932,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,856.672,876.672,20.0
clip_0933,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,876.672,881.344,4.672
clip_0934,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,885.632,905.632,20.0
clip_0935,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,905.632,925.632,20.0
clip_0936,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,925.632,945.632,20.0
clip_0937,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,945.632,965.632,20.0
clip_0938,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,965.632,985.632,20.0
clip_0939,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,985.632,1005.632,20.0
clip_0940,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,1005.632,1025.632,20.0
clip_0941,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,1025.632,1037.184,11.552
clip_0942,Pierre_Gasly_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,1038.656,1058.496,19.84
clip_0943,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,2.688,22.688,20.0
clip_0944,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,22.688,42.688,20.0
clip_0945,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,42.688,62.688,20.0
clip_0946,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,62.688,82.688,20.0
clip_0947,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,82.688,102.688,20.0
clip_0948,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,102.688,122.688,20.0
clip_0949,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,122.688,142.688,20.0
clip_0950,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,142.688,162.688,20.0
clip_0951,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,162.688,182.688,20.0
clip_0952,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,182.688,202.688,20.0
clip_0953,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,202.688,222.688,20.0
clip_0954,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,222.688,242.688,20.0
clip_0955,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,242.688,262.688,20.0
clip_0956,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,262.688,282.688,20.0
clip_0957,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,282.688,302.688,20.0
clip_0958,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,302.688,322.688,20.0
clip_0959,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,322.688,342.688,20.0
clip_0960,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,342.688,362.688,20.0
clip_0961,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,362.688,382.688,20.0
clip_0962,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,382.688,402.688,20.0
clip_0963,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,402.688,422.688,20.0
clip_0964,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,422.688,442.688,20.0
clip_0965,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,442.688,462.688,20.0
clip_0966,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,462.688,482.688,20.0
clip_0967,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,482.688,502.688,20.0
clip_0968,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,502.688,522.688,20.0
clip_0969,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,522.688,542.688,20.0
clip_0970,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,542.688,562.688,20.0
clip_0971,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,562.688,582.688,20.0
clip_0972,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,582.688,602.688,20.0
clip_0973,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,602.688,622.688,20.0
clip_0974,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,622.688,642.688,20.0
clip_0975,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,642.688,662.688,20.0
clip_0976,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,662.688,682.688,20.0
clip_0977,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,682.688,702.688,20.0
clip_0978,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,702.688,722.688,20.0
clip_0979,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,722.688,742.688,20.0
clip_0980,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,742.688,762.688,20.0
clip_0981,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,762.688,782.688,20.0
clip_0982,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,782.688,802.688,20.0
clip_0983,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,802.688,822.688,20.0
clip_0984,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,822.688,830.304,7.616
clip_0985,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,831.424,851.424,20.0
clip_0986,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,851.424,871.424,20.0
clip_0987,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,871.424,891.424,20.0
clip_0988,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,891.424,904.384,12.96
clip_0989,Pierre_Gasly_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,905.6,925.44,19.84
clip_0990,Radio_Rewind___2026_Chinese_Grand_Prix.wav,0.0,20.0,20.0
clip_0991,Radio_Rewind___2026_Chinese_Grand_Prix.wav,20.0,40.0,20.0
clip_0992,Radio_Rewind___2026_Chinese_Grand_Prix.wav,40.0,60.0,20.0
clip_0993,Radio_Rewind___2026_Chinese_Grand_Prix.wav,60.0,80.0,20.0
clip_0994,Radio_Rewind___2026_Chinese_Grand_Prix.wav,80.0,100.0,20.0
clip_0995,Radio_Rewind___2026_Chinese_Grand_Prix.wav,100.0,120.0,20.0
clip_0996,Radio_Rewind___2026_Chinese_Grand_Prix.wav,120.0,140.0,20.0
clip_0997,Radio_Rewind___2026_Chinese_Grand_Prix.wav,140.0,160.0,20.0
clip_0998,Radio_Rewind___2026_Chinese_Grand_Prix.wav,160.0,180.0,20.0
clip_0999,Radio_Rewind___2026_Chinese_Grand_Prix.wav,180.0,200.0,20.0
clip_1000,Radio_Rewind___2026_Chinese_Grand_Prix.wav,200.0,220.0,20.0
clip_1001,Radio_Rewind___2026_Chinese_Grand_Prix.wav,220.0,240.0,20.0
clip_1002,Radio_Rewind___2026_Chinese_Grand_Prix.wav,240.0,260.0,20.0
clip_1003,Radio_Rewind___2026_Chinese_Grand_Prix.wav,260.0,280.0,20.0
clip_1004,Radio_Rewind___2026_Chinese_Grand_Prix.wav,280.0,300.0,20.0
clip_1005,Radio_Rewind___2026_Chinese_Grand_Prix.wav,300.0,320.0,20.0
clip_1006,Radio_Rewind___2026_Chinese_Grand_Prix.wav,320.0,340.0,20.0
clip_1007,Radio_Rewind___2026_Chinese_Grand_Prix.wav,340.0,360.0,20.0
clip_1008,Radio_Rewind___2026_Chinese_Grand_Prix.wav,360.0,380.0,20.0
clip_1009,Radio_Rewind___2026_Chinese_Grand_Prix.wav,380.0,400.0,20.0
clip_1010,Radio_Rewind___2026_Chinese_Grand_Prix.wav,400.0,420.0,20.0
clip_1011,Radio_Rewind___2026_Chinese_Grand_Prix.wav,420.0,440.0,20.0
clip_1012,Radio_Rewind___2026_Chinese_Grand_Prix.wav,440.0,460.0,20.0
clip_1013,Radio_Rewind___2026_Chinese_Grand_Prix.wav,460.0,480.0,20.0
clip_1014,Radio_Rewind___2026_Chinese_Grand_Prix.wav,480.0,500.0,20.0
clip_1015,Radio_Rewind___2026_Chinese_Grand_Prix.wav,500.0,520.0,20.0
clip_1016,Radio_Rewind___2026_Chinese_Grand_Prix.wav,520.0,540.0,20.0
clip_1017,Radio_Rewind___2026_Chinese_Grand_Prix.wav,540.0,560.0,20.0
clip_1018,Radio_Rewind___2026_Chinese_Grand_Prix.wav,560.0,580.0,20.0
clip_1019,Radio_Rewind___2026_Chinese_Grand_Prix.wav,580.0,600.0,20.0
clip_1020,Radio_Rewind___2026_Chinese_Grand_Prix.wav,600.0,620.0,20.0
clip_1021,Radio_Rewind___2026_Chinese_Grand_Prix.wav,620.0,640.0,20.0
clip_1022,Radio_Rewind___2026_Chinese_Grand_Prix.wav,640.0,660.0,20.0
clip_1023,Radio_Rewind___2026_Chinese_Grand_Prix.wav,660.0,680.0,20.0
clip_1024,Radio_Rewind___2026_Chinese_Grand_Prix.wav,680.0,700.0,20.0
clip_1025,Radio_Rewind___2026_Chinese_Grand_Prix.wav,700.0,720.0,20.0
clip_1026,Radio_Rewind___2026_Chinese_Grand_Prix.wav,720.0,740.0,20.0
clip_1027,Radio_Rewind___2026_Chinese_Grand_Prix.wav,740.0,760.0,20.0
clip_1028,Radio_Rewind___2026_Chinese_Grand_Prix.wav,760.0,780.0,20.0
clip_1029,Radio_Rewind___2026_Chinese_Grand_Prix.wav,780.0,800.0,20.0
clip_1030,Radio_Rewind___2026_Chinese_Grand_Prix.wav,800.0,820.0,20.0
clip_1031,Radio_Rewind___2026_Chinese_Grand_Prix.wav,820.0,840.0,20.0
clip_1032,Radio_Rewind___2026_Chinese_Grand_Prix.wav,840.0,860.0,20.0
clip_1033,Radio_Rewind___2026_Chinese_Grand_Prix.wav,860.0,880.0,20.0
clip_1034,Radio_Rewind___2026_Chinese_Grand_Prix.wav,880.0,900.0,20.0
clip_1035,Radio_Rewind___2026_Chinese_Grand_Prix.wav,900.0,920.0,20.0
clip_1036,Radio_Rewind___2026_Chinese_Grand_Prix.wav,920.0,940.0,20.0
clip_1037,Radio_Rewind___2026_Chinese_Grand_Prix.wav,940.0,960.0,20.0
clip_1038,Radio_Rewind___2026_Chinese_Grand_Prix.wav,960.0,980.0,20.0
clip_1039,Radio_Rewind___2026_Chinese_Grand_Prix.wav,980.0,1000.0,20.0
clip_1040,Radio_Rewind___2026_Chinese_Grand_Prix.wav,1000.0,1020.0,20.0
clip_1041,Radio_Rewind___2026_Chinese_Grand_Prix.wav,1020.0,1040.0,20.0
clip_1042,Radio_Rewind___2026_Chinese_Grand_Prix.wav,1040.0,1060.0,20.0
clip_1043,Radio_Rewind___2026_Chinese_Grand_Prix.wav,1060.0,1080.0,20.0
clip_1044,Radio_Rewind___2026_Chinese_Grand_Prix.wav,1080.0,1095.36,15.36
clip_1045,Sergio_Pérez_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,3.392,23.392,20.0
clip_1046,Sergio_Pérez_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,23.392,43.392,20.0
clip_1047,Sergio_Pérez_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,43.392,63.392,20.0
clip_1048,Sergio_Pérez_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,63.392,83.392,20.0
clip_1049,Sergio_Pérez_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,83.392,99.552,16.16
clip_1050,Sergio_Pérez_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,101.056,109.152,8.096
clip_1051,Sergio_Pérez_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,110.912,113.12,2.208
clip_1052,Sergio_Pérez_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,114.72,116.832,2.112
clip_1053,Sergio_Pérez_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,118.208,125.248,7.04
clip_1054,Sergio_Pérez_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,126.144,128.416,2.272
clip_1055,Sergio_Pérez_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,129.312,131.936,2.624
clip_1056,Sergio_Pérez_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,136.672,156.672,20.0
clip_1057,Sergio_Pérez_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,156.672,176.672,20.0
clip_1058,Sergio_Pérez_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,176.672,196.672,20.0
clip_1059,Sergio_Pérez_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,196.672,216.672,20.0
clip_1060,Sergio_Pérez_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,216.672,236.672,20.0
clip_1061,Sergio_Pérez_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,236.672,256.672,20.0
clip_1062,Sergio_Pérez_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,256.672,260.64,3.968
clip_1063,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,5.152,8.576,3.424
clip_1064,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,12.864,15.04,2.176
clip_1065,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,18.368,20.704,2.336
clip_1066,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,22.272,25.184,2.912
clip_1067,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,29.28,31.552,2.272
clip_1068,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,33.28,53.28,20.0
clip_1069,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,53.28,73.28,20.0
clip_1070,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,73.28,93.28,20.0
clip_1071,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,93.28,113.28,20.0
clip_1072,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,113.28,133.28,20.0
clip_1073,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,133.28,153.28,20.0
clip_1074,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,153.28,173.28,20.0
clip_1075,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,173.28,193.28,20.0
clip_1076,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,193.28,213.28,20.0
clip_1077,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,213.28,233.28,20.0
clip_1078,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,233.28,253.28,20.0
clip_1079,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,253.28,273.28,20.0
clip_1080,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,273.28,293.28,20.0
clip_1081,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,293.28,313.28,20.0
clip_1082,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,313.28,333.28,20.0
clip_1083,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,333.28,353.28,20.0
clip_1084,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,353.28,373.28,20.0
clip_1085,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,373.28,393.28,20.0
clip_1086,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,393.28,413.28,20.0
clip_1087,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,413.28,433.28,20.0
clip_1088,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,433.28,453.28,20.0
clip_1089,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,453.28,473.28,20.0
clip_1090,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,473.28,493.28,20.0
clip_1091,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,493.28,513.28,20.0
clip_1092,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,513.28,533.28,20.0
clip_1093,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,533.28,553.28,20.0
clip_1094,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,553.28,573.28,20.0
clip_1095,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,573.28,593.28,20.0
clip_1096,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,593.28,613.28,20.0
clip_1097,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,613.28,633.28,20.0
clip_1098,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,633.28,653.28,20.0
clip_1099,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,653.28,673.28,20.0
clip_1100,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,673.28,693.28,20.0
clip_1101,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,693.28,713.28,20.0
clip_1102,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,713.28,733.28,20.0
clip_1103,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,733.28,753.28,20.0
clip_1104,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,753.28,773.28,20.0
clip_1105,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,773.28,793.28,20.0
clip_1106,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,793.28,813.28,20.0
clip_1107,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,813.28,833.28,20.0
clip_1108,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,833.28,853.28,20.0
clip_1109,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,853.28,873.28,20.0
clip_1110,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,873.28,893.28,20.0
clip_1111,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,893.28,913.28,20.0
clip_1112,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,913.28,933.28,20.0
clip_1113,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,933.28,953.28,20.0
clip_1114,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,953.28,973.28,20.0
clip_1115,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,973.28,993.28,20.0
clip_1116,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,993.28,1013.28,20.0
clip_1117,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,1013.28,1033.28,20.0
clip_1118,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,1033.28,1053.28,20.0
clip_1119,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,1053.28,1073.28,20.0
clip_1120,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,1073.28,1093.28,20.0
clip_1121,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,1093.28,1113.28,20.0
clip_1122,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,1113.28,1133.28,20.0
clip_1123,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,1133.28,1153.28,20.0
clip_1124,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,1153.28,1156.48,3.2
clip_1125,Sergio_Pérez_Full_Race_Team_Radio___2026_Chinese_Grand_Prix.wav,1157.824,1177.664,19.84
clip_1126,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,0.928,20.928,20.0
clip_1127,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,20.928,40.928,20.0
clip_1128,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,40.928,60.928,20.0
clip_1129,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,60.928,80.928,20.0
clip_1130,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,80.928,98.784,17.856
clip_1131,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,99.712,102.24,2.528
clip_1132,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,104.736,113.248,8.512
clip_1133,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,118.432,138.432,20.0
clip_1134,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,138.432,158.432,20.0
clip_1135,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,158.432,178.432,20.0
clip_1136,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,178.432,198.432,20.0
clip_1137,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,198.432,218.432,20.0
clip_1138,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,218.432,238.432,20.0
clip_1139,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,238.432,258.432,20.0
clip_1140,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,258.432,261.92,3.488
clip_1141,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,263.2,266.624,3.424
clip_1142,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,268.352,288.352,20.0
clip_1143,Valtteri_Bottas_Full_Qualifying_Team_Radio___2026_Chinese_Grand_Prix.wav,288.352,308.352,20.0
